ID	SAM_mean	YIN_mean	MIN_mean	YNO_mean	MNO_mean
PH01000006G2500	1.15	0.16	0.57	0.9	0.57
PH01000006G2600	0.99	3.66	3.8	2.25	8.72
PH01000006G2790	5.77	3.94	5.4	6.47	7.07
PH01000006G2800	2.16	1.16	1.34	1.69	0.83
PH01000006G3040	19.85	8.53	16.05	11.23	22.89
PH01000006G3200	2.73	1.43	7.31	2.63	4.77
PH01000006G3240	3.18	0.92	2.82	2.64	5.8
PH01000006G3340	1.56	1.01	1.07	1.77	1.26
PH01000006G3360	4.53	4.41	5.79	2.49	2.83
PH01000006G3520	6.35	7.53	14.52	8.22	5.82
PH01000006G3570	6.01	1.89	4.07	1.69	1.84
PH01000006G3600	0	0.24	0.37	0.35	1.94
PH01000006G3670	1.79	2.05	2.08	1.86	1.04
PH01000006G3730	2.41	3.61	2.31	2.45	4.99
PH01000007G0830	0.83	0.12	0.48	2.41	0.56
PH01000007G0890	6.31	3.31	3.58	7.36	2.97
PH01000007G1150	0.22	0.37	1.23	0.44	15.28
PH01000007G1340	0.66	4.96	19.45	18.71	16.79
PH01000007G1470	2.56	1.36	2.12	3.68	3.14
PH01000007G1520	15.24	3.43	3.21	6.96	1.68
PH01000007G1740	3.31	4.86	1.61	2.71	3.07
PH01000007G1750	4.21	1.27	2.7	4.9	3.56
PH01000007G1880	0.86	0.88	2.05	1.45	2.35
PH01000007G1960	1.89	2.28	2.78	6.03	2.93
PH01000007G2100	5.38	2.09	2.38	5.14	3.37
PH01000007G2380	3.65	3.98	6.12	2.68	2.42
PH01000007G2390	4.16	2.46	10.5	10.82	13.69
PH01000007G2400	5.82	2.52	1.83	3.29	2.53
PH01000007G2410	1.02	0.99	0.53	1.12	0.61
PH01000007G2600	12.19	11.44	6.09	7.62	5.96
PH01000007G2620	4.45	4.52	8.62	8.55	9.65
PH01000007G2760	3.26	1.98	2.78	2.68	4.13
PH01000007G2860	7.47	6.28	10.34	6.77	4.63
PH01000007G2920	0.81	1.95	2.66	1.66	1.62
PH01000007G2970	1.96	2.29	6.79	0.51	5.58
PH01000007G3010	5.35	2.42	3.14	2.08	3.86
PH01000007G3080	1.1	1.07	0.64	0.78	2.6
PH01000007G3150	2.09	2.99	6.67	2.48	7.78
PH01000007G3320	6.66	2.64	3.03	12.02	8.78
PH01000007G3390	5.83	1.93	5.71	10.55	5.72
PH01000007G3570	2.56	3.44	5.57	1.81	3.26
PH01000007G3590	0.32	0.95	0.95	0.59	0.37
PH01000007G3600	0.45	0.58	0.33	0.6	0.35
PH01000007G3610	2.15	1.55	5.16	4.73	3.96
PH01000007G3680	0.98	2.14	2.04	1.99	2.41
PH01000008G0200	3.8	1.29	2.4	2.18	0.88
PH01000008G0420	1.07	3.2	6.52	4.53	4.16
PH01000008G0500	0.76	0.71	0.99	0.19	0
PH01000008G0920	65.16	102.38	127.67	36.52	32.27
PH01000008G1020	3.63	11.42	18.62	23.11	19.7
PH01000008G1030	7.37	7.21	17.27	22.28	21
PH01000008G1080	0.3	0.34	1.16	0.76	0.84
PH01000008G1140	2.69	4.18	6.6	5.05	16.57
PH01000008G1310	12.24	7.15	6.21	12.7	11.29
PH01000008G1430	2.33	0.99	0	1.54	0.33
PH01000008G1440	3.6	1.78	0.37	4.46	4.17
PH01000008G1510	9.12	6.3	5.28	4.82	2.98
PH01000008G1540	3.7	3.61	6.78	3.95	9.46
PH01000008G1560	0.43	0.22	0.7	0.39	0.68
PH01000008G2080	5.62	8.96	5.59	5.97	11.5
PH01000008G2090	4.75	12.12	23.66	14.12	13.48
PH01000008G2100	0.14	0.13	0.09	0.06	0.04
PH01000008G2130	3.15	2.85	1.08	1.26	2.73
PH01000008G2140	2.01	3.51	1.04	4.02	1.36
PH01000008G2210	5.75	6.97	6.4	2.88	0.77
PH01000008G2240	0.21	0.23	0.17	0.53	0.55
PH01000008G2370	1.58	2.96	3.61	5.23	5.29
PH01000008G2420	10.62	5.64	19.85	5.36	8.29
PH01000008G2470	2.79	1.99	1.72	2.36	2.31
PH01000008G2620	0.44	0.14	0.82	0.34	0.88
PH01000008G2640	2.57	4.14	1.88	3.17	2.43
PH01000008G2650	2.36	4.23	4.22	2.75	3.42
PH01000008G2700	6.61	4.3	3.42	4.36	4.65
PH01000008G2960	45.22	29.46	32.97	18.91	41.53
PH01000008G3210	5.78	15.54	20.65	12.96	18.61
PH01000009G0030	3.83	3.91	5.12	2.31	3.48
PH01000009G0060	0.18	1.84	8.97	2.85	10.22
PH01000009G0150	1.71	0.95	1.84	2.54	1.01
PH01000009G0160	3.48	0.99	1.23	2.37	2.66
PH01000009G0260	28.5	25.9	54.08	13.24	22.69
PH01000009G0270	15.61	4.56	10.7	19.12	18.86
PH01000009G0300	6.47	6.51	5.06	5.47	13.83
PH01000009G0320	4.11	3.31	1.96	2.24	1.11
PH01000009G0350	27.65	12.05	46.18	16.99	165.49
PH01000009G0360	1.96	1.46	2.71	2.56	2.63
PH01000009G0410	4.19	0.95	2.35	2.47	5.98
PH01000009G0420	3.31	1.35	4.48	9.6	1.93
PH01000009G0430	0.52	1.39	2.16	2.27	2.2
PH01000009G0510	1.41	8.73	12.23	8.6	14.94
PH01000009G0530	24.95	13.96	5.98	17.73	15.6
PH01000009G0540	1.56	1.14	2.37	1.49	3.1
PH01000009G0590	4.52	7.6	15.52	8.96	21.85
PH01000009G0600	1.39	0.65	0.97	1.95	0.38
PH01000009G0810	3.06	2.53	7.23	2.56	5.27
PH01000009G0830	123.94	153.39	212.69	69.29	218.49
PH01000009G0840	0.42	0.23	0.76	0.52	0.47
PH01000009G0850	1.56	1.4	0.98	1.15	0.96
PH01000009G0870	184.78	109.5	51.75	92.01	31.61
PH01000009G0890	81.89	44.85	51.4	45.89	40.2
PH01000009G0970	2.27	0.81	3.14	2.2	5.36
PH01000009G1080	1.16	0.68	0.61	0.83	0.81
PH01000009G1240	17.08	34.15	97.41	56.77	93.15
PH01000009G1290	4.07	2.43	0.12	4.95	0
PH01000009G1300	4.79	2.66	0	2.86	0
PH01000009G1330	27.04	16.12	6.56	13.21	8.21
PH01000009G1370	1.71	3.9	1.98	1.87	1.51
PH01000009G1380	0.88	1.36	0.8	1.04	0.14
PH01000009G1390	5.87	2.39	5.8	8.95	2.1
PH01000009G1450	2.85	2.76	3.65	7.08	6.65
PH01000009G1660	6.52	5.35	3.94	2.46	0.96
PH01000009G1670	1.31	0.5	0.29	1.22	0.27
PH01000009G1680	3.26	1.23	1.01	2.43	0.56
PH01000009G1800	11.97	17.79	19.36	24.6	50.31
PH01000009G1900	6.84	5.05	4.97	10.85	8.58
PH01000009G1940	0.76	1.02	0.76	0.28	0.32
PH01000009G2100	0.65	1.02	7.64	1.44	2.28
PH01000009G2130	5.71	7.48	9.64	1.58	9.59
PH01000009G2140	28.38	24.21	17.5	14.13	8.75
PH01000009G2190	4.3	2.18	0.91	1.16	0.41
PH01000009G2290	2.91	2.18	1.62	2.22	1.49
PH01000009G2360	15.56	12.46	37.35	23.79	20.57
PH01000009G2390	128.7	22.06	15.66	11.31	12.35
PH01000009G2460	10.5	42	58.49	9.92	120.34
PH01000009G2490	0.48	0.34	0.71	0.35	0.89
PH01000009G2500	1.01	0.96	2.31	1.07	3.48
PH01000009G2540	1.08	0.61	0.17	5.92	1.81
PH01000009G2680	26.64	31.44	18.09	22.22	11.31
PH01000009G2750	0.55	0.54	1.59	1.16	4.68
PH01000009G2810	19.1	15.33	110.39	27.35	54.35
PH01000009G2840	0.66	0.41	1.67	0.94	0.84
PH01000009G2950	0.07	0.24	1.06	0.22	0.82
PH01000009G3360	2.15	1.77	1.33	2.85	1.84
PH01000009G3370	0.15	0.29	6.69	0	0.97
PH01000010G0100	8.36	3.88	13.54	14.49	15.31
PH01000010G0110	0.25	0.93	0.36	0.39	1.32
PH01000010G0140	1.79	1.83	2.32	2.36	3.47
PH01000010G0220	2.81	3.19	22.67	9.73	5.81
PH01000010G0280	17.83	11.68	22.76	7.68	17.01
PH01000010G0320	1.37	1.44	3.06	0.73	2.62
PH01000010G0350	2.09	2.59	2.49	1.56	1.99
PH01000010G0450	0.35	0.21	0.35	0.45	0.46
PH01000010G0460	9.71	14.91	1.83	8.45	2.25
PH01000010G0610	13.31	5.46	11.98	16.27	3.95
PH01000010G0620	0.03	0.18	0.5	0.03	0.16
PH01000010G0640	1.19	0.48	0.2	0.49	0.39
PH01000010G0700	7.67	2.31	2.52	2.43	2.54
PH01000010G0730	120.78	89.9	139.59	80.19	89.6
PH01000010G0740	7.58	7.65	9.26	18.88	10.18
PH01000010G0760	0.99	0.58	2.14	1.04	1.25
PH01000010G0770	0.61	0.82	1.78	1.09	1.15
PH01000010G0850	2.42	0.88	0.36	7.61	4.88
PH01000010G1020	27.47	6.82	56.74	57.91	21.45
PH01000010G1070	0.73	0.14	0.59	0.19	0.23
PH01000010G1080	0.51	0.15	2.53	6.24	0.72
PH01000010G1090	3.51	10.13	11.62	6.71	12.54
PH01000010G1120	144.41	116.1	98.59	43.7	86.51
PH01000010G1130	1.12	3.63	3.04	11.01	3.27
PH01000010G1220	0.35	0.54	0.72	0.13	1.53
PH01000010G1380	0.68	0.7	0.14	1.58	0.23
PH01000010G1410	1.52	1.04	9.42	5.12	21.62
PH01000010G1470	3.53	3.62	5.15	3.26	1.78
PH01000010G1530	0.08	0.26	0.06	0	0
PH01000010G1560	0.84	1.13	1.7	2.24	1.96
PH01000010G1590	7.57	2.33	1.54	1.21	1.79
PH01000010G1610	7.59	5.76	5.89	4.84	4.49
PH01000010G1820	0.08	0.22	0.46	0	0.21
PH01000010G1850	2.41	1.28	0.82	1	1.19
PH01000010G1950	11.48	3.21	4.62	6.07	1.52
PH01000010G1960	3.07	1.21	3.44	2.75	8.84
PH01000010G2010	2	1.42	1.15	0.69	1.47
PH01000010G2050	8.68	9.14	16.03	35.1	12.97
PH01000010G2350	8.55	15.56	20.57	11.9	33.24
PH01000010G2470	2.79	1.89	5.59	1.06	4.28
PH01000010G2480	1.1	3.39	2.9	2.5	2.87
PH01000010G2510	3.14	4.66	1.37	7.07	5.05
PH01000010G2530	7.14	9.05	4.28	18.8	22.39
PH01000010G2550	1.12	1.45	3.43	1.02	1.42
PH01000010G2650	2.36	0.44	0.31	0.24	0.46
PH01000010G2680	1.47	1.54	1.21	2.12	2.23
PH01000010G2770	7.6	5.22	11.6	21.28	25.21
PH01000010G2810	1.99	2.44	1.81	1.79	1.6
PH01000010G2820	1.02	0.48	0.67	1.05	0.73
PH01000010G2990	0.16	1.51	3.39	2.34	2.28
PH01000010G3030	2.64	0.94	1.49	1.03	1.72
PH01000010G3080	7.37	6.56	3.8	2.57	6.14
PH01000010G3100	13.45	7.83	2.2	10.4	7.05
PH01000010G3140	3.66	3.5	33.19	11.29	10.28
PH01000010G3150	2.46	0.8	1.6	0.61	1.5
PH01000010G3180	2.22	1.6	7.48	1.56	12.67
PH01000011G0130	0.38	1.85	0.78	0.78	1.25
PH01000011G0270	3.53	4.22	5.13	1.08	2.21
PH01000011G0320	0.63	0.19	0.62	0.64	0.92
PH01000011G0540	5.79	1.42	1.79	1.98	2.11
PH01000011G0550	7.29	2.76	3.48	4.86	0.52
PH01000011G0660	0.64	0.49	0.1	0.9	0.15
PH01000011G1090	0.49	0.32	0.36	1.63	1.05
PH01000011G1110	11.26	12.74	8.15	8.21	26.02
PH01000011G1210	5.36	5.23	5.98	2.01	15.82
PH01000011G1240	3.42	1.25	1.31	5.35	1.15
PH01000011G1270	1	1.67	6.55	5.42	14.43
PH01000011G1330	15.14	4.7	4.79	13.53	4.53
PH01000011G1350	1.56	5.63	5.34	11.71	4.67
PH01000011G1390	5.48	1.52	4.56	5.91	0.74
PH01000011G1470	1.95	2.36	2.39	2.74	2.82
PH01000011G1530	0.39	0.35	0.35	0.51	0.72
PH01000011G1610	13.4	18.3	54.87	30.35	49.35
PH01000011G1700	9.2	16.78	27.32	36.01	64.73
PH01000011G1710	0.61	2.14	1.32	1.17	1.25
PH01000011G1730	9.15	3.67	8.42	5.79	4.27
PH01000011G1850	2.82	2.62	5.83	3.59	2.15
PH01000011G1880	21.55	8.19	7.75	6.38	6.16
PH01000011G1890	1.62	3.52	7.18	7.02	19.38
PH01000011G1900	1.45	1.47	5.64	0.71	0.16
PH01000011G1960	5.55	2.5	11.77	4.4	7.1
PH01000011G1970	3.64	1.75	8.89	3.17	7.84
PH01000011G2050	56.87	5.92	41.03	75.43	59.67
PH01000011G2080	1.73	5.34	4.95	4.15	7.98
PH01000011G2100	2.41	3.43	4.21	1.89	5.3
PH01000011G2110	1.66	0.98	2.45	2.72	3.64
PH01000011G2120	1.04	1.99	2.31	0.89	2.34
PH01000011G2220	2.1	2.17	2.1	2.43	2.45
PH01000011G2340	1.13	2.15	1.03	1.85	0.82
PH01000011G2580	4.38	2.01	1.57	1.98	2.16
PH01000011G2670	0.87	2.1	2.16	1.99	2.77
PH01000011G2710	1.08	1	0.94	1.22	0.6
PH01000011G2810	1.32	2.16	0.94	2.53	0.94
PH01000011G2980	1.71	2.16	5.19	10.18	9.12
PH01000011G2990	0.82	2.41	4.51	6.94	15.65
PH01000011G3000	1.66	0.93	2.75	1.15	1.45
PH01000011G3020	3.59	1.18	3.15	1.92	3.51
PH01000011G3210	1.1	1.92	1.46	3.35	1.66
PH01000012G0010	0.92	0.83	1.48	0.92	0.75
PH01000012G0070	7.52	6.39	8.52	9.09	13.82
PH01000012G0140	10.71	8.73	9.87	3	13.05
PH01000012G0150	0.78	1.26	0.82	1.33	1.16
PH01000012G0160	2.21	0.4	1.98	0.86	2.25
PH01000012G0190	16.44	5.89	10.62	54.87	13.75
PH01000012G0240	0.15	0.08	0.34	0.2	0.21
PH01000012G0330	2.33	2.88	1.98	2.13	4.08
PH01000012G0350	8.81	2.76	12.25	8.83	26.56
PH01000012G0400	56.3	23.87	22.63	44.13	16.76
PH01000012G0420	2.59	3.96	6.34	2.98	3.91
PH01000012G0490	15.31	13.59	8.99	23.42	10.48
PH01000012G0560	6.9	1.55	15.23	1.13	15.06
PH01000012G0660	0.9	0.48	1.53	0.92	0.33
PH01000012G0700	1.35	5.71	4.8	1.69	4.14
PH01000012G0750	43.49	16.69	32.95	31.57	20.82
PH01000012G0830	0.34	0.77	4.45	3.23	17.13
PH01000012G0930	8.5	19.7	18.25	5.76	11.04
PH01000012G0950	14.88	6.91	2.61	3.03	2.21
PH01000012G0960	1.79	4.07	1.42	2.89	6.47
PH01000012G1010	6.04	3.91	6.78	7.76	3.1
PH01000012G1020	0.12	0.95	1.66	2.3	5.96
PH01000012G1060	8.15	3.67	3.68	4.57	5.4
PH01000012G1090	0.23	0.3	0.74	0.38	0.2
PH01000012G1110	0.32	0.17	0.24	0.18	0.42
PH01000012G1160	1.88	1.95	3.57	1.58	5.84
PH01000012G1170	5.43	1.94	2.47	3.63	4.14
PH01000012G1250	5.85	2.18	3.66	4.46	5.11
PH01000012G1300	1.09	0.35	0.32	0.71	0.27
PH01000012G1310	6.13	4.45	3.74	5.48	1.27
PH01000012G1330	1.33	2.62	2.63	2.83	4.08
PH01000012G1530	5.39	10.95	8.3	7.32	7.72
PH01000012G1560	1.65	1.13	0.64	0.26	0.38
PH01000012G1620	3.58	1.28	1.07	0.24	0.23
PH01000012G1630	85.73	51.32	58.39	49.63	44.86
PH01000012G1640	2.29	0.97	4.53	1.75	1.61
PH01000012G1750	2.65	2.95	1.01	4.17	0.88
PH01000012G1880	1.47	0.96	1.41	1.14	1.02
PH01000012G1890	6.02	4.33	4.67	7.04	10.79
PH01000012G1900	21.26	9.41	22.67	11	18.18
PH01000012G1930	0.47	1.15	1.11	4.84	2.91
PH01000012G2000	1.99	0.46	1.39	3.17	1.86
PH01000012G2150	10.07	8.96	13.14	14.14	6.13
PH01000012G2160	6.39	5.06	13.24	3.35	12.22
PH01000012G2230	4.46	1.61	3.9	1.94	4.63
PH01000012G2360	4.05	1.52	1.54	2.05	1.41
PH01000012G2370	21.24	15.92	10.92	18.18	32.14
PH01000012G2420	1.77	5.39	9.4	25.04	4.33
PH01000012G2490	7.99	3.61	0.46	22.03	1.03
PH01000012G2610	1.62	11.32	22.84	4.43	2.09
PH01000012G2620	3.93	3.54	3.97	5.25	5.35
PH01000012G2650	4	3.35	12.22	4.4	12.65
PH01000012G2690	17.88	22.1	26.6	15.8	11.96
PH01000012G2900	2.51	1.04	2.24	1.75	3.41
PH01000012G2960	0.44	1.79	2.6	1.99	3.55
PH01000013G0080	9.91	2.83	7.52	5.89	5.74
PH01000013G0090	7.15	6.8	5	1.95	7.44
PH01000013G0130	3.84	5.12	5.35	4.49	8.53
PH01000013G0260	2.04	1.92	3.6	1.52	4.04
PH01000013G0270	2.6	2.13	3.52	2.01	2.87
PH01000013G0420	1.99	0.84	0.66	4.67	0.82
PH01000013G0550	3.65	4.39	8.32	2.99	1.39
PH01000013G0830	2.7	2.87	3.37	1.9	0.84
PH01000013G0860	2.17	1.46	1.83	0.86	0.38
PH01000013G1010	1.74	6.12	14.64	9.62	33.21
PH01000013G1020	4.8	2.87	5.16	1.84	8.85
PH01000013G1030	7.3	8.95	6.11	7.49	14.31
PH01000013G1080	2.22	4.17	3.65	2.13	3.95
PH01000013G1110	0.62	0.32	0.27	0.2	0.27
PH01000013G1210	4.87	1.29	3	1.13	1.9
PH01000013G1310	9.07	2.97	8.17	6.67	5.22
PH01000013G1330	12.18	7.65	9	8.86	12.07
PH01000013G1480	20.31	26.81	30.89	23.93	29.78
PH01000013G1500	11.09	4.4	16.02	9.22	15.45
PH01000013G1620	4.62	3.64	17.62	2.81	1.5
PH01000013G1690	4.66	5.04	0.06	5.39	1.61
PH01000013G1830	1.36	0.26	1.33	0.92	3.74
PH01000013G1920	2.83	4.5	3.05	2.98	4.47
PH01000013G1960	10.93	8.51	11.01	3.58	13.29
PH01000013G2230	4.84	2.11	8.29	7.68	8.14
PH01000013G2240	2.04	4.96	10.01	3.08	4.83
PH01000013G2450	4.32	3.99	2.94	1.23	8.89
PH01000013G2460	2.11	0.65	1.25	1.67	2.1
PH01000013G2480	3.59	2.36	1.71	2.31	1.01
PH01000013G2540	2.29	1.49	1.3	2.16	2.71
PH01000013G2600	8.66	10.45	7.04	6.1	7.74
PH01000013G2610	5.88	1.32	6.69	6.06	21.4
PH01000013G2620	8.16	2.77	4.29	4.58	16.98
PH01000013G2730	1.71	2.38	4.89	2.29	3.97
PH01000013G2740	1.71	4.25	5.56	5.24	4.89
PH01000014G0030	68.86	54.09	76.15	27.28	60.95
PH01000014G0040	3.16	2.54	4.15	2.43	6.38
PH01000014G0070	6.17	4.72	1.59	1.58	2.18
PH01000014G0090	2.75	6.95	3.51	2.54	2.15
PH01000014G0130	14.8	10.32	3.2	4.38	2.85
PH01000014G0180	11.05	36.75	56.92	33.22	17.37
PH01000014G0210	12.58	10.36	4.81	15.48	11.15
PH01000014G0220	5.04	7.51	7.16	9.07	8.42
PH01000014G0340	8.71	1.58	6.7	5.01	4.33
PH01000014G0360	1514.99	765.81	294.75	887.97	108.18
PH01000014G0390	53.89	69.08	72.16	67.27	128.83
PH01000014G0400	1.32	1.51	1.38	1.95	4.19
PH01000014G0460	6.02	3.07	6.79	6.54	10.59
PH01000014G0470	4.22	3.54	8.67	4.26	7.89
PH01000014G0540	7.39	4.14	13.53	2.71	4.49
PH01000014G0610	1.16	2.1	3.31	0.96	4.48
PH01000014G0960	6.52	6.15	2	4.21	1.18
PH01000014G0980	0.27	0.22	0.52	0.14	0.28
PH01000014G0990	1.44	0.39	0.74	0.19	0.3
PH01000014G1010	29.19	17.38	13.86	16.02	27.95
PH01000014G1060	3.9	2.11	4.39	3.3	1.53
PH01000014G1100	0.25	0.47	0.73	0.41	0.52
PH01000014G1170	3.25	2.8	4.65	17.74	26.69
PH01000014G1190	5.11	5.94	6.95	1.82	9
PH01000014G1200	5.47	4.28	5.96	2.7	4.18
PH01000014G1270	0.44	0.76	2.53	0.45	1.83
PH01000014G1320	2.16	8.63	83.12	13.37	24.11
PH01000014G1340	1.16	0.5	0.83	3.44	2.76
PH01000014G1410	6.57	5.2	4	3.03	4.67
PH01000014G1430	43.9	5.16	11.62	18.14	7.69
PH01000014G1630	5	3.76	5.33	16.95	16.25
PH01000014G1850	5.47	1.35	0.34	0.14	0
PH01000014G2100	5.52	12.33	2.92	1.78	4.72
PH01000014G2120	3.11	4.65	9.23	4.17	7.59
PH01000014G2300	5.63	6.64	8.7	2.73	13.74
PH01000014G2320	7.66	8.48	16.3	5.73	22.8
PH01000014G2450	1.33	0.44	0.96	1.95	1.73
PH01000014G2460	2.54	0.58	1.25	2.82	2.32
PH01000014G2470	2.17	0.45	2.67	0.55	2.3
PH01000014G2480	1.78	0.88	2.21	1.21	2.4
PH01000014G2500	1.1	0.47	0.34	0	0
PH01000014G2580	5.6	4.09	1.66	2.83	4.34
PH01000014G2660	14.09	21.01	30.18	15.25	18.25
PH01000014G2680	9.42	6.4	6.77	13.79	9.9
PH01000015G0010	4.38	1.18	0.39	1.01	0.53
PH01000015G0080	3.13	8.82	10.57	19.8	15.67
PH01000015G0090	2.03	1.47	1.82	1.6	1.94
PH01000015G0160	20.33	11.29	12.62	41.19	5.8
PH01000015G0190	3.69	1.94	2.94	22.08	12.45
PH01000015G0220	16.48	10.86	23.38	23.51	82.9
PH01000015G0230	0.69	0.21	0.6	1.1	0.73
PH01000015G0260	0.45	0.46	0.49	0.34	0
PH01000015G0390	0.99	0.55	1	1.08	1.14
PH01000015G0410	0.46	0.19	0.16	0.33	0.34
PH01000015G0530	0.36	0.54	0.49	0.34	0.28
PH01000015G0540	0.26	0.2	0.08	0.09	0.11
PH01000015G0560	1.81	1.18	0.55	1.68	1.11
PH01000015G0610	43.48	33.69	63.79	41.63	79.25
PH01000015G0640	6.13	5.81	6.6	5.16	12.06
PH01000015G0650	17.47	18.94	21.35	22.48	17.91
PH01000015G0810	10.26	6	7.69	33.67	26.54
PH01000015G1290	68.26	55.97	21.6	39.28	12.6
PH01000015G1320	4.09	3.93	5.87	2.09	5.54
PH01000015G1390	1.81	1.07	1.71	0.94	1.12
PH01000015G1440	9.27	5.54	4.05	8.16	3.9
PH01000015G1480	1.78	0.46	1.82	1.86	1.7
PH01000015G1490	12.62	6.43	5.16	45.2	35.6
PH01000015G1560	2.12	1.55	3.01	3.82	1.42
PH01000015G1630	0.2	0.15	0.44	0.17	0.43
PH01000015G1760	0.54	0.99	3.25	1.72	1.41
PH01000015G1770	5.56	2.2	1.76	3.76	2.39
PH01000015G1970	11.78	14.2	12.97	15.89	8.87
PH01000015G2020	3.99	3.72	2.62	3.75	1.94
PH01000015G2030	1.62	2.15	3.16	1.35	1.43
PH01000015G2060	2.36	1.4	4.82	0.27	0.29
PH01000015G2120	0.32	0.31	0.34	0.12	0.49
PH01000015G2130	3.52	1.59	0.78	1.28	1.44
PH01000015G2140	3.39	2.21	1.27	3.47	2.99
PH01000015G2160	2.78	3.74	0.68	2.86	2.3
PH01000015G2210	1.67	1.59	1.8	2.57	7.86
PH01000015G2360	1.86	1.88	0.96	2.05	3.13
PH01000015G2370	5.62	2.2	0.9	2.98	1.94
PH01000015G2420	34.98	11.9	15.15	51.64	25.99
PH01000015G2440	18.59	6.24	9.64	22.14	16.79
PH01000015G2470	0.57	1.04	0.83	14.99	10.35
PH01000015G2480	36.12	62.7	147.93	80.22	106.66
PH01000015G2590	12.31	13.64	15.04	9.72	16.8
PH01000015G2600	29.86	20.26	19.63	65.88	38.86
PH01000015G2630	0.2	0.74	0.1	0.32	0.61
PH01000015G2650	11.95	4.16	12.03	10.08	16.17
PH01000015G2730	1.11	1.66	2.12	1.41	3.87
PH01000015G2760	3.75	3.33	2.89	2.19	0.9
PH01000015G2850	0.17	0.71	0.43	0.62	0.77
PH01000016G0110	2.81	4.07	8.94	1.32	2.35
PH01000016G0280	1.7	3.87	4.91	1.88	13.23
PH01000016G0320	1.13	0.75	2.76	2.18	8.53
PH01000016G0530	6.85	4.16	5.27	5.12	5.45
PH01000016G0540	4.63	7.83	5.65	3.94	6.29
PH01000016G0560	1.96	2.25	2.4	2.12	2.8
PH01000016G0570	0.82	1.18	0.96	0.46	0.3
PH01000016G0600	5.36	5.95	1.9	6.04	2.25
PH01000016G0630	0.29	0.09	0.06	0.16	0.07
PH01000016G0660	8.77	10.84	5.52	16.67	3.45
PH01000016G0700	11.09	21.93	29.84	21.24	27.21
PH01000016G0730	18.21	13.85	12.26	5.97	10.99
PH01000016G0830	0.35	0.05	0.21	0.23	0.23
PH01000016G1030	2.52	4.64	7.8	4.15	5.98
PH01000016G1040	2.3	5.57	4.03	6.61	7.63
PH01000016G1050	0.81	0.34	0.15	0.19	0.14
PH01000016G1090	5.53	1.39	2.49	6.6	0.87
PH01000016G1150	4.05	7.52	7.38	16.4	24.46
PH01000016G1190	0.24	1.44	0.95	0.76	0.51
PH01000016G1570	7.79	14.66	14.17	12.49	12.67
PH01000016G1580	3.05	1.85	3.42	2.8	6.85
PH01000016G1650	36.41	17.16	43.66	38.97	46.52
PH01000016G1870	9.14	2.63	13.06	17.23	89.41
PH01000017G0030	5.8	6.27	8.58	8.58	1.65
PH01000017G0070	6.14	3.33	19.93	2.64	7.06
PH01000017G0080	5.1	6.43	11.32	0.84	0.61
PH01000017G0150	10.47	17.88	34.16	9.41	58.22
PH01000017G0270	0.18	0.27	0.57	0.22	0.09
PH01000017G0370	2.16	2.43	4.32	3.82	7.32
PH01000017G0390	1.63	1.54	1.62	2.26	3.36
PH01000017G0420	4.78	2.4	1.01	2.91	7.73
PH01000017G0440	4.09	5.92	6.63	10.86	6.12
PH01000017G0450	7.44	11.45	22.86	16.08	25.16
PH01000017G0480	0.64	0.34	0.68	0.69	1.44
PH01000017G0530	1.18	0.46	0.75	0.56	0.27
PH01000017G0660	4.66	4.11	7.27	4.96	5.09
PH01000017G0720	1.15	3.34	4.51	3.27	0.9
PH01000017G0730	1.27	1.66	2.46	1.91	2.84
PH01000017G0740	2.35	3.72	5.18	9.89	17.05
PH01000017G0870	1	1.54	4.69	3.96	6.14
PH01000017G0880	11.49	4.98	5.65	5.76	2.94
PH01000017G0910	0.18	0.25	1.21	0	2.04
PH01000017G1100	0.36	0.17	0.1	0.23	0.02
PH01000017G1110	4.72	4.24	3.65	2.73	2.46
PH01000017G1130	6.3	1.6	4.43	3.59	5.69
PH01000017G1140	3.65	3.62	1.46	1.86	1.83
PH01000017G1200	5.36	2.57	7.58	6.92	4.45
PH01000017G1210	3.84	4.4	5.21	14.65	31.8
PH01000017G1220	3.29	4.04	4.93	11.62	12.7
PH01000017G1420	1.82	1.47	2.55	2.2	0.45
PH01000017G1500	1.47	1.7	2.77	3.87	2.27
PH01000017G1540	4.07	0.9	2.61	2.69	3.46
PH01000017G1550	2.29	3.89	5.32	2.82	4.67
PH01000017G1560	4.69	9.24	31.69	27.08	73.14
PH01000017G1610	0.82	0.21	0.45	0.43	0.33
PH01000017G1630	14.08	9.07	7.43	10.46	1.84
PH01000017G1650	4.24	4.61	2.04	3	9.35
PH01000017G1770	0.11	0.13	0.64	0.13	0.21
PH01000017G1840	0	0.13	0	0.23	2.33
PH01000017G1880	8.08	1.64	1.8	4.43	2.1
PH01000017G1940	5.49	2.14	3.75	4.49	11.52
PH01000017G1950	2.82	0.53	1	1.97	2.43
PH01000017G1970	1.16	2.65	9.25	16.57	389.82
PH01000017G1990	1.16	3.74	1.99	0.5	4.3
PH01000017G2160	5.77	3.56	0.92	1.31	0.97
PH01000017G2230	5.15	2.24	3.18	0.33	4.51
PH01000017G2260	0.73	0.75	0.81	2.47	1.03
PH01000017G2270	25.27	7.13	4.06	20.46	2.74
PH01000017G2310	1.58	2.17	2.19	3.65	12.9
PH01000017G2410	0.15	0.31	0.29	0.15	0.11
